發生時間,發生地點,postcode,死亡受傷人數,車種,經度,緯度
108年11月20日 02時10分00秒,臺北市大同區重慶北路2段 / 臺北市大同區民權西路,103,死亡0;受傷1,普通重型-機車,121.513697,25.062895
108年11月20日 06時10分00秒,臺北市萬華區萬板大橋往新北市前0.0公尺,108,死亡0;受傷2,普通重型-機車;腳踏自行車-慢車,121.48723999999999,25.02986
108年11月20日 06時44分00秒,臺北市大同區延平北路4段 / 臺北市大同區迪化街2段,103,死亡0;受傷2,普通重型-機車;普通重型-機車,121.51153300000001,25.073123000000002
108年11月20日 07時45分00秒,臺北市南港區富康街 / 臺北市南港區富康街,115,死亡0;受傷2,普通重型-機車;普通重型-機車,121.61713700000001,25.052772
108年11月20日 07時50分00秒,臺北市松山區健康路 / 臺北市松山區塔悠路,105,死亡0;受傷2,普通重型-機車;行人-人,121.56903899999999,25.054514
108年11月20日 08時03分00秒,臺北市內湖區內湖路1段 / 臺北市內湖區麗山街,114,死亡0;受傷1,普通重型-機車;自用-小客車,121.58066299999999,25.080433
108年11月20日 08時11分00秒,臺北市萬華區寶興街 / 臺北市萬華區寶興街,108,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,121.49335400000001,25.027353
108年11月20日 08時12分00秒,臺北市大同區重慶北路3段338號前0.0公尺,103,死亡0;受傷1,普通重型-機車;自用-小客車,121.513823,25.076086
108年11月20日 08時16分00秒,臺北市大安區羅斯福路2段89號前0.0公尺,106,死亡0;受傷3,普通重型-機車;普通重型-機車;自用-小客車;乘客-人,121.52617099999999,25.022562
108年11月20日 08時20分00秒,臺北市大安區市民大道3段 / 臺北市大安區八德路2段,106,死亡0;受傷2,普通重型-機車;普通重型-機車,121.53453,25.044862
108年11月20日 08時25分00秒,臺北市中正區忠孝東路1段 / 臺北市中正區天津街,100,死亡0;受傷1,普通重型-機車,121.521612,25.045151999999998
108年11月20日 08時30分00秒,臺北市南港區南深路24號前0.0公尺,115,死亡0;受傷2,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,121.620682,25.037245000000002
108年11月20日 08時35分00秒,臺北市北投區湖山路1段 / 臺北市北投區勝利路,112,死亡0;受傷1,自用-小客車;普通重型-機車,121.54708500000001,25.152316
108年11月20日 08時35分00秒,臺北市北投區大度路3段 / 臺北市北投區中央北路4段,112,死亡0;受傷1,普通重型-機車;普通重型-機車,121.464904,25.124363
108年11月20日 08時52分00秒,臺北市大安區龍泉街 / 臺北市大安區師大路,106,死亡0;受傷2,普通重型-機車;普通重型-機車,121.529416,25.024188
108年11月20日 08時53分00秒,臺北市士林區行人穿越道,111,死亡0;受傷1,自用-小客車;行人-人,121.548798,25.110633
108年11月20日 08時56分00秒,臺北市大同區承德路1段 / 臺北市大同區長安西路,103,死亡0;受傷2,普通重型-機車;普通重型-機車,121.51695600000001,25.050898
108年11月20日 08時57分00秒,臺北市信義區基隆路2段7號前0.0公尺,110,死亡0;受傷1,自用-小客車;自用-小客車;乘客-人,121.559523,25.032736
108年11月20日 09時30分00秒,臺北市大同區南京西路 / 臺北市大同區赤峰街,103,死亡0;受傷1,腳踏自行車-慢車;普通重型-機車,121.518993,25.053043
108年11月20日 09時40分00秒,臺北市文山區老泉街前0.0公尺,116,死亡0;受傷1,普通重型-機車,121.558931,24.979254
108年11月20日 10時03分00秒,臺北市中山區行人穿越道,104,死亡0;受傷2,行人-人;普通重型-機車,121.53310900000001,25.060392999999998
108年11月20日 10時03分00秒,臺北市文山區木柵路2段 / 臺北市文山區木柵路2段,116,死亡0;受傷2,普通重型-機車;普通重型-機車,121.560754,24.988756
108年11月20日 10時08分00秒,臺北市士林區福林路 / 臺北市士林區福林路,111,死亡0;受傷1,自用-小客車;普通重型-機車,121.53123000000001,25.095832
108年11月20日 10時14分00秒,臺北市北投區磺港路288號前0.0公尺,112,死亡0;受傷1,普通重型-機車,121.50301200000001,25.123141
108年11月20日 10時15分00秒,臺北市內湖區內湖路2段41號前0.0公尺,114,死亡0;受傷1,普通輕型-機車;普通重型-機車,121.580279,25.079019
108年11月20日 10時18分00秒,臺北市中正區中山北路1段 / 臺北市中正區市民大道1段,100,死亡0;受傷1,普通重型-機車;普通重型-機車;普通重型-機車,121.520668,25.048147
108年11月20日 10時20分00秒,臺北市大安區辛亥路3段 / 臺北市大安區基隆路3段,106,死亡0;受傷1,民營公車-大客車;普通重型-機車,121.546618,25.018857
108年11月20日 10時28分00秒,臺北市士林區文林路 / 臺北市士林區雙溪街,111,死亡0;受傷1,計程車-小客車;普通重型-機車,121.523431,25.099691
108年11月20日 10時41分00秒,臺北市士林區社中街211號前0.0公尺,111,死亡0;受傷1,普通重型-機車;普通重型-機車,121.50846399999999,25.091104
108年11月20日 11時06分00秒,臺北市松山區敦化北路 / 臺北市松山區敦化北路,105,死亡0;受傷1,腳踏自行車-慢車,121.54919699999999,25.054305
108年11月20日 11時11分00秒,臺北市士林區中山北路5段 / 臺北市士林區福林路,111,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,121.528151,25.093839000000003
108年11月20日 11時40分00秒,臺北市信義區虎林街 / 臺北市信義區虎林街,110,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.575971,25.047242
108年11月20日 11時51分00秒,臺北市內湖區行善路 / 臺北市內湖區舊宗路1段,114,死亡0;受傷1,自用-小客車;行人-人,121.58023,25.05892
108年11月20日 11時52分00秒,臺北市大同區安西街28號前0.0公尺,103,死亡0;受傷1,自用-小客車;普通重型-機車,121.510122,25.059079
108年11月20日 12時02分00秒,臺北市士林區其他,111,死亡0;受傷1,普通重型-機車;自用-小客車,121.55303,25.119885999999997
108年11月20日 12時09分00秒,臺北市文山區人行道,116,死亡0;受傷1,普通重型-機車;腳踏自行車-慢車,121.559577,24.981462
108年11月20日 12時40分00秒,臺北市文山區新光路1段30號前0.0公尺,116,死亡0;受傷1,普通重型-機車,121.573723,24.989147
108年11月20日 12時53分00秒,臺北市松山區復興北路前0.0公尺,105,死亡0;受傷1,計程車-小客車;普通重型-機車,121.54401599999998,25.047583
108年11月20日 12時58分00秒,臺北市北投區石牌路1段 / 臺北市北投區西安街1段,112,死亡0;受傷2,普通重型-機車;普通重型-機車,121.514857,25.115024
108年11月20日 13時13分00秒,臺北市信義區基隆路1段 / 臺北市信義區基隆路1段,110,死亡0;受傷1,自用-小客車;普通重型-機車,121.570438,25.048386999999998
108年11月20日 13時53分00秒,臺北市信義區吳興街 / 臺北市信義區吳興街,110,死亡0;受傷1,自用-小客車;普通重型-機車,121.56081699999999,25.03042
108年11月20日 13時55分00秒,臺北市松山區民生東路5段280號前0.0公尺,105,死亡0;受傷1,普通重型-機車;普通重型-機車,121.56837900000001,25.05922
108年11月20日 14時00分00秒,臺北市南港區忠孝東路6段 / 臺北市南港區玉成街,115,死亡0;受傷1,自用-小客車;普通重型-機車,121.583297,25.046039
108年11月20日 14時00分00秒,臺北市信義區永吉路 / 臺北市信義區松隆路,110,死亡0;受傷1,租賃車-小客車;普通重型-機車,121.568818,25.045129
108年11月20日 14時03分00秒,臺北市中山區市民大道2段 / 臺北市中山區中山北路1段,104,死亡0;受傷1,普通重型-機車;普通重型-機車;普通重型-機車,121.51913,25.048463
108年11月20日 14時38分00秒,臺北市內湖區民權東路6段90巷25弄24號前0.0公尺,114,死亡0;受傷1,自用-小客車;普通輕型-機車,121.58699299999999,25.067612
108年11月20日 14時40分00秒,臺北市信義區莊敬路271號前0.0公尺,110,死亡0;受傷1,民營客運-大客車;乘客-人,121.56243,25.029431
108年11月20日 15時07分00秒,臺北市信義區忠孝東路4段 / 臺北市信義區忠孝東路4段,110,死亡0;受傷1,自用-小客車;自用-小貨車(含客、貨兩用),121.563696,25.043239
108年11月20日 15時16分00秒,臺北市大安區市民大道3段 / 臺北市大安區安東街,106,死亡0;受傷1,自用-小客車;普通重型-機車,121.54241299999998,25.044556
108年11月20日 15時49分00秒,臺北市中山區市民高架道前0.0公尺,104,死亡0;受傷2,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);計程車-小客車;計程車-小客車,121.543687,25.044775
108年11月20日 15時51分00秒,臺北市中山區中山北路3段56號前0.0公尺,104,死亡0;受傷1,普通重型-機車;租賃車-小客車,121.522645,25.068135
108年11月20日 15時54分00秒,臺北市文山區羅斯福路5段101號前0.0公尺,116,死亡0;受傷1,普通重型-機車;自用-小客車,121.53905400000001,25.005260999999997
108年11月20日 16時00分00秒,臺北市中山區林森北路 / 臺北市中山區林森北路,104,死亡0;受傷1,自用-小客車;普通重型-機車,121.52548600000001,25.056241
108年11月20日 16時56分00秒,臺北市大安區市民高架道前0.0公尺,106,死亡0;受傷2,自用-小客車;自用-小客車,121.550614,25.0446
108年11月20日 17時00分00秒,臺北市文山區興隆路2段 / 臺北市文山區興隆路2段,116,死亡0;受傷1,自用-小客車;行人-人,121.54855800000001,25.000308
108年11月20日 17時18分00秒,臺北市中山區大直橋前0.0公尺,104,死亡0;受傷3,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;乘客-人,121.54446899999999,25.076098
108年11月20日 17時27分00秒,臺北市中山區吉林路 / 臺北市中山區松江路,104,死亡0;受傷2,普通重型-機車;行人-人,121.53042099999999,25.062082
108年11月20日 17時33分00秒,臺北市中正區中山南路 / 臺北市中正區常德街,100,死亡0;受傷2,普通重型-機車;普通重型-機車,121.51801499999999,25.040796
108年11月20日 17時47分00秒,臺北市北投區承德路7段221號前0.0公尺,112,死亡0;受傷2,普通重型-機車;普通重型-機車,121.506635,25.114666
108年11月20日 17時50分00秒,臺北市大安區金華街251號前0.0公尺,106,死亡0;受傷1,普通重型-機車;行人-人,121.53101399999998,25.029867000000003
108年11月20日 17時55分00秒,臺北市內湖區堤外便道前0.0公尺,114,死亡0;受傷1,普通重型-機車,121.615553,25.065542
108年11月20日 17時58分00秒,臺北市文山區興隆路4段57巷前0.0公尺,116,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.560276,24.989697
108年11月20日 17時59分00秒,臺北市萬華區大理街153號前0.0公尺,108,死亡0;受傷2,普通重型-機車;行人-人;自用-小客車,121.496668,25.034098999999998
108年11月20日 18時00分00秒,臺北市中山區建國北路2段52號前0.0公尺,104,死亡0;受傷1,普通重型-機車;自用-小客車,121.53658100000001,25.053971
108年11月20日 18時00分00秒,臺北市內湖區瑞光路 / 臺北市內湖區瑞湖街,114,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.576939,25.075142
108年11月20日 18時02分00秒,臺北市萬華區康定路 / 臺北市萬華區艋舺大道,108,死亡0;受傷3,行人-人;普通重型-機車;行人-人,121.500556,25.033068
108年11月20日 18時03分00秒,臺北市松山區南京東路5段23巷6弄9號前0.0公尺,105,死亡0;受傷3,行人-人;普通重型-機車;行人-人,121.558388,25.052156
108年11月20日 18時05分00秒,臺北市文山區木柵路4段 / 臺北市文山區秀明路1段,116,死亡0;受傷2,普通輕型-機車;計程車-小客車;乘客-人,121.571129,24.991702
108年11月20日 18時10分00秒,臺北市內湖區瑞光路120巷1號前0.0公尺,114,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.580179,25.070915
108年11月20日 18時11分00秒,臺北市信義區忠孝東路4段前0.0公尺,110,死亡0;受傷1,自用-小客車;普通重型-機車,121.55966299999999,25.041294
108年11月20日 18時12分00秒,臺北市中山區大佳河濱公園1段前0.0公尺,104,死亡0;受傷1,自用-小客車;自用-小客車,121.53993100000001,25.073660999999998
108年11月20日 18時51分00秒,臺北市大安區復興南路1段219-2號前0.0公尺,106,死亡0;受傷1,計程車-小客車;普通重型-機車,121.543948,25.03884
108年11月20日 18時56分00秒,臺北市中正區羅斯福路1段60號前0.0公尺,100,死亡0;受傷2,普通重型-機車;普通重型-機車,121.51959,25.030788
108年11月20日 18時57分00秒,臺北市士林區承德路4段53號前0.0公尺,111,死亡0;受傷1,普通重型-機車;普通重型-機車,121.522948,25.081629
108年11月20日 19時04分00秒,臺北市文山區木柵路4段 / 臺北市文山區木柵路4段,116,死亡0;受傷2,普通重型-機車;普通重型-機車,121.57158899999999,24.994035
108年11月20日 19時10分00秒,臺北市大安區和平東路3段 / 臺北市大安區敦化南路2段,106,死亡0;受傷1,普通重型-機車;自用-小客車,121.548723,25.024501
108年11月20日 19時15分00秒,臺北市信義區吳興街220巷2號前0.0公尺,110,死亡0;受傷1,普通重型-機車,121.56273,25.027322
108年11月20日 19時23分00秒,臺北市信義區基隆路1段 / 臺北市信義區信義路4段,110,死亡0;受傷1,自用-小客車;普通重型-機車,121.559546,25.033201000000002
108年11月20日 19時27分00秒,臺北市信義區逸仙路 / 臺北市信義區逸仙路,110,死亡0;受傷2,租賃車-小客車;普通重型-機車;乘客-人,121.56158,25.039857
108年11月20日 19時42分00秒,臺北市內湖區新湖二路68號前0.0公尺,114,死亡0;受傷1,自用-小客車;行人-人,121.57745700000001,25.061552
108年11月20日 19時53分00秒,臺北市信義區松智路 / 臺北市信義區松壽路,110,死亡0;受傷1,普通重型-機車;自用-小客車;自用-小客車,121.56543700000002,25.035865
108年11月20日 20時00分00秒,臺北市信義區忠孝東路5段 / 臺北市信義區松山路,110,死亡0;受傷1,自用-小客車;普通重型-機車,121.577891,25.040805
108年11月20日 20時15分00秒,臺北市大安區仁愛路4段 / 臺北市大安區敦化南路1段,106,死亡0;受傷1,自用-小客車;普通重型-機車,121.54921000000002,25.038659
108年11月20日 20時23分00秒,臺北市信義區信義路5段7號前0.0公尺,110,死亡0;受傷1,租賃車-小客車;普通重型-機車,121.565381,25.033595000000002
108年11月20日 20時25分00秒,臺北市北投區中央北路2段 / 臺北市北投區稻香路,112,死亡0;受傷2,普通重型-機車;普通重型-機車,121.491382,25.138472
108年11月20日 20時31分00秒,臺北市內湖區民權東路6段 / 臺北市內湖區民權東路6段,114,死亡0;受傷1,自用-小客車;行人-人,121.592757,25.068459
108年11月20日 20時43分00秒,臺北市大同區重慶北路3段 / 臺北市大同區民族西路,103,死亡0;受傷1,自用-小客車;普通重型-機車,121.513553,25.075351
108年11月20日 20時58分00秒,臺北市北投區西安街1段 / 臺北市北投區明德路,112,死亡0;受傷1,普通重型-機車;普通重型-機車,121.51903,25.109069
108年11月20日 21時10分00秒,臺北市大同區重慶北路2段 / 臺北市大同區歸綏街,103,死亡0;受傷1,計程車-小客車;普通重型-機車,121.513719,25.058234
108年11月20日 21時44分00秒,臺北市大安區市民大道3段290號前0.0公尺,106,死亡0;受傷2,普通重型-機車;普通重型-機車,121.542804,25.044612
108年11月20日 21時45分00秒,臺北市中山區松江路 / 臺北市中山區錦州街,104,死亡0;受傷2,普通重型-機車;普通重型-機車,121.53308,25.060384
108年11月20日 21時58分00秒,臺北市中山區復興北路94號前0.0公尺,104,死亡0;受傷1,自用-小客車;普通重型-機車,121.54396100000001,25.051554
108年11月20日 22時06分00秒,臺北市信義區基隆路1段102巷前0.0公尺,110,死亡0;受傷1,計程車-小客車;普通重型-機車,121.565261,25.044752
108年11月20日 22時10分00秒,臺北市中山區內湖路1段39巷前0.0公尺,104,死亡0;受傷1,自用-小客車;普通重型-機車,121.559101,25.084889
108年11月20日 22時11分00秒,臺北市信義區忠孝東路5段 / 臺北市信義區大道路,110,死亡0;受傷1,普通重型-機車;自用-小客車,121.58108999999999,25.042994
108年11月20日 22時17分00秒,臺北市文山區汀州路4段 / 臺北市文山區汀州路4段,116,死亡0;受傷1,普通重型-機車;行人-人,121.53648100000001,25.006643
108年11月20日 22時33分00秒,臺北市內湖區金湖路421號前0.0公尺,114,死亡0;受傷1,自用-小客車;普通重型-機車,121.605202,25.073413000000002
108年11月20日 23時39分00秒,臺北市士林區德行東路221號前0.0公尺,111,死亡0;受傷2,行人-人;普通重型-機車;普通重型-機車,121.53299299999999,25.109336
108年11月21日 00時44分00秒,臺北市信義區松信路 / 臺北市信義區虎林街,110,死亡0;受傷1,普通輕型-機車,121.571979,25.042298000000002
108年11月21日 00時51分00秒,臺北市中正區愛國西路 / 臺北市中正區重慶南路2段,100,死亡0;受傷2,租賃車-小客車;普通重型-機車,121.512635,25.034935
108年11月21日 01時00分00秒,臺北市中正區信義路1段 / 臺北市中正區林森南路,100,死亡0;受傷1,計程車-小客車;腳踏自行車-慢車,121.52116299999999,25.037167999999998
108年11月21日 05時56分00秒,臺北市文山區興隆路4段 / 臺北市文山區興隆路4段,116,死亡0;受傷1,計程車-小客車;普通重型-機車,121.560575,24.987669
108年11月21日 06時58分00秒,臺北市北投區大業路529-5號前0.0公尺,112,死亡0;受傷2,普通重型-機車;乘客-人,121.49604,25.135348999999998
108年11月21日 07時05分00秒,臺北市內湖區成功路2段 / 臺北市內湖區成功交流道,114,死亡0;受傷1,自用-小客車;普通重型-機車,121.590327,25.065345999999998
108年11月21日 07時46分00秒,臺北市士林區基河路 / 臺北市士林區文林路,111,死亡0;受傷1,自用-小客車;普通重型-機車,121.525153,25.085901999999997
108年11月21日 07時46分00秒,臺北市內湖區康樂街 / 臺北市內湖區康樂街,114,死亡0;受傷1,普通重型-機車;自用-小客車,121.61903500000001,25.072999
108年11月21日 07時47分00秒,臺北市北投區中央北路2段76號前0.0公尺,112,死亡0;受傷1,自用-小客車;普通重型-機車,121.492322,25.13813
108年11月21日 08時02分00秒,臺北市中山區長春路111號前0.0公尺,104,死亡0;受傷2,普通重型-機車;普通重型-機車;計程車-小客車;自用-小客車;自用-小客車,121.52958500000001,25.054880999999998
108年11月21日 08時06分00秒,臺北市萬華區自行車道龍山忠孝2-02,108,死亡0;受傷2,普通重型-機車;腳踏自行車-慢車,121.504153,25.048397
108年11月21日 08時18分00秒,臺北市大安區行人穿越道,106,死亡0;受傷2,普通重型-機車;行人-人,121.538024,25.032372
108年11月21日 08時37分00秒,臺北市信義區一號道路 / 臺北市信義區松壽路,110,死亡0;受傷1,普通重型-機車,121.561939,25.035949
108年11月21日 08時45分00秒,臺北市萬華區青年路8號前0.0公尺,108,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.506473,25.026063
108年11月21日 08時46分00秒,臺北市中山區長春路 / 臺北市中山區龍江路,104,死亡0;受傷2,普通重型-機車;普通重型-機車,121.540451,25.054651
108年11月21日 08時50分00秒,臺北市中正區羅斯福路1段 / 臺北市中正區寧波東街,100,死亡0;受傷1,自用-小客車;行人-人,121.51908799999998,25.031639000000002
108年11月21日 08時50分00秒,臺北市士林區至善路1段 / 臺北市士林區至善路1段,111,死亡0;受傷1,計程車-小客車;普通重型-機車,121.53983500000001,25.097381
108年11月21日 09時10分45秒,臺北市內湖區國道1號 13公里200.0公尺處南側向內側,114,死亡0;受傷1,營業用-半聯結車,121.58923,25.065516
108年11月21日 09時22分00秒,臺北市南港區忠孝東路6段 / 臺北市南港區市民大道7段,115,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.58946,25.05053
108年11月21日 09時35分00秒,臺北市中正區市民大道1段168號前0.0公尺,100,死亡0;受傷2,普通重型-機車;普通重型-機車,121.51888899999999,25.048266
108年11月21日 09時40分00秒,臺北市南港區大坑街前0.0公尺,115,死亡0;受傷1,自用-小客車;普通重型-機車,121.619832,25.04259
108年11月21日 09時48分00秒,臺北市文山區木新路3段前0.0公尺,116,死亡0;受傷1,自用-小客車;普通重型-機車;自用-小客車,121.56026100000001,24.98155
108年11月21日 09時54分00秒,臺北市士林區格致路 / 臺北市士林區建業路,111,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.546099,25.135668
108年11月21日 10時02分00秒,臺北市松山區富錦街 / 臺北市松山區富錦街,105,死亡0;受傷1,腳踏自行車-慢車;計程車-小客車,121.551296,25.060152
108年11月21日 10時10分00秒,臺北市內湖區民權東路6段 / 臺北市內湖區康寧路3段,114,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.607482,25.071313
108年11月21日 10時15分00秒,臺北市中山區北安路 / 臺北市中山區北安路,104,死亡0;受傷1,自用-小客車;普通重型-機車,121.54862,25.080178
108年11月21日 10時20分00秒,臺北市大安區金山南路2段218號前0.0公尺,106,死亡0;受傷1,普通重型-機車;計程車-小客車,121.526017,25.027646
108年11月21日 10時35分00秒,臺北市大安區和平東路1段 / 臺北市大安區潮州街,106,死亡0;受傷2,普通重型-機車;普通重型-機車,121.53053100000001,25.028294
108年11月21日 10時37分00秒,臺北市大安區延吉街58-6號前0.0公尺,106,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.55348700000002,25.044047
108年11月21日 10時49分00秒,臺北市中山區長安東路2段 / 臺北市中山區伊通街,104,死亡0;受傷1,普通重型-機車;自用-小客車,121.53473999999999,25.048419
108年11月21日 10時52分00秒,臺北市大同區台北橋前0.0公尺,103,死亡0;受傷4,普通重型-機車;腳踏自行車-慢車;普通重型-機車;其他人-人,121.50655,25.063476
108年11月21日 10時58分00秒,臺北市中山區新生北路2段74號前0.0公尺,104,死亡0;受傷2,普通重型-機車;行人-人,121.527446,25.057357
108年11月21日 11時00分00秒,臺北市北投區石牌路1段 / 臺北市北投區西安街1段,112,死亡0;受傷2,普通重型-機車;普通重型-機車,121.514723,25.113674
108年11月21日 11時50分00秒,臺北市信義區基隆路1段 / 臺北市信義區基隆路1段,110,死亡0;受傷1,計程車-小客車;普通重型-機車,121.559964,25.033884
108年11月21日 11時58分00秒,臺北市中正區中山北路1段 / 臺北市中正區忠孝東路1段,100,死亡0;受傷1,自用-小客車;普通重型-機車,121.519673,25.045551
108年11月21日 12時13分00秒,臺北市文山區景美街前0.0公尺,116,死亡0;受傷1,行人-人,121.5421,24.991398
108年11月21日 12時16分00秒,臺北市中山區中山北路2段 / 臺北市中山區南京西路,104,死亡0;受傷1,自用-小客車;普通輕型-機車,121.52243500000002,25.052306
108年11月21日 12時20分00秒,臺北市文山區辛亥路7段前0.0公尺,116,死亡0;受傷1,計程車-小客車;普通重型-機車,121.554184,24.984845999999997
108年11月21日 12時31分00秒,臺北市北投區立農街1段 / 臺北市北投區立農街1段,112,死亡0;受傷1,普通輕型-機車;自用-小貨車(含客、貨兩用),121.503818,25.120064000000003
108年11月21日 12時40分00秒,臺北市中山區大直橋前0.0公尺,104,死亡0;受傷3,普通重型-機車;普通重型-機車;普通重型-機車,121.544372,25.073645000000003
108年11月21日 12時56分00秒,臺北市北投區石牌路2段前0.0公尺,112,死亡0;受傷4,普通重型-機車;普通重型-機車;乘客-人;乘客-人,121.52130600000001,25.118961
108年11月21日 13時21分00秒,臺北市中山區龍江路 / 臺北市中山區龍江路,104,死亡0;受傷1,自用-小客車;普通重型-機車,121.541106,25.067308999999998
108年11月21日 13時50分00秒,臺北市中正區台北車站西側門前0.0公尺,100,死亡0;受傷1,計程車-小客車;計程車-小客車,121.51624,25.047921
108年11月21日 15時04分00秒,臺北市大安區四維路 / 臺北市大安區四維路,106,死亡0;受傷1,普通重型-機車;計程車-小客車,121.54803000000001,25.028148
108年11月21日 15時11分00秒,臺北市中山區北安路 / 臺北市中山區劍南路,104,死亡0;受傷1,普通重型-機車;普通重型-機車,121.55403899999999,25.085453
108年11月21日 16時12分00秒,臺北市北投區中和街399號前0.0公尺,112,死亡0;受傷1,自用-小客車;普通重型-機車,121.49828600000001,25.142931
108年11月21日 16時19分00秒,臺北市內湖區環山路1段 / 臺北市內湖區環山路1段,114,死亡0;受傷2,普通重型-機車;行人-人,121.56605900000001,25.086425
108年11月21日 16時36分00秒,臺北市北投區稻香路13號前0.0公尺,112,死亡0;受傷1,普通重型-機車,121.490785,25.138957
108年11月21日 16時39分00秒,臺北市大同區酒泉街 / 臺北市大同區酒泉街,103,死亡0;受傷2,腳踏自行車-慢車;普通重型-機車,121.51488799999998,25.072001
108年11月21日 16時43分00秒,臺北市文山區景文街 / 臺北市文山區景興路,116,死亡0;受傷1,普通重型-機車;普通重型-機車,121.54096200000001,24.989747
108年11月21日 16時59分00秒,臺北市中山區林森北路 / 臺北市中山區民生東路1段,104,死亡0;受傷1,腳踏自行車-慢車;普通重型-機車,121.52554199999999,25.059068
108年11月21日 17時08分00秒,臺北市大安區復興南路2段280號前0.0公尺,106,死亡0;受傷1,普通重型-機車;普通重型-機車,121.543364,25.024457
108年11月21日 17時15分00秒,臺北市松山區麥帥一橋前0.0公尺,105,死亡0;受傷2,普通重型-機車;普通重型-機車;普通重型-機車,121.56835500000001,25.051225
108年11月21日 17時25分00秒,臺北市松山區民生東路4段69號前0.0公尺,105,死亡0;受傷1,普通重型-機車;普通重型-機車,121.55112,25.05794
108年11月21日 17時31分00秒,臺北市北投區榮華三路 / 臺北市北投區榮華三路,112,死亡0;受傷1,自用-小客車;普通輕型-機車,121.52155900000001,25.113909
108年11月21日 17時50分00秒,臺北市中山區中山北路1段 / 臺北市中山區長安西路,104,死亡0;受傷1,普通重型-機車;自用-小客車,121.521525,25.049901000000002
108年11月21日 17時50分00秒,臺北市文山區行人穿越道,116,死亡0;受傷2,普通重型-機車;行人-人,121.5542,24.983775
108年11月21日 17時54分00秒,臺北市萬華區青年路 / 臺北市萬華區水源路,108,死亡0;受傷1,普通重型-機車;行人-人,121.50418300000001,25.019954000000002
108年11月21日 18時02分00秒,臺北市文山區興隆路2段 / 臺北市文山區興隆路2段,116,死亡0;受傷1,自用-小客車;普通重型-機車,121.54853200000001,25.000329999999998
108年11月21日 18時08分00秒,臺北市信義區信義路5段 / 臺北市信義區松智路,110,死亡0;受傷2,普通重型-機車;普通重型-機車;普通重型-機車;乘客-人,121.565402,25.032966000000002
108年11月21日 18時13分00秒,臺北市中正區羅斯福路1段129號前0.0公尺,100,死亡0;受傷1,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,121.520307,25.030059
108年11月21日 18時15分00秒,臺北市中正區金山南路1段37號前0.0公尺,100,死亡0;受傷1,自用-小客車;普通重型-機車,121.528945,25.03977
108年11月21日 18時20分00秒,臺北市中山區林森北路 / 臺北市中山區民權東路1段,104,死亡0;受傷1,普通重型-機車,121.525628,25.062629
108年11月21日 18時23分00秒,臺北市中山區民權東路3段16號前0.0公尺,104,死亡0;受傷2,自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車,121.540791,25.062443
108年11月21日 18時24分00秒,臺北市信義區忠孝東路5段790巷47弄24號前0.0公尺,110,死亡0;受傷1,普通重型-機車;行人-人,121.5839,25.041349
108年11月21日 18時27分00秒,臺北市大安區敦化南路1段294號前0.0公尺,106,死亡0;受傷3,大型重型2(250-550C.C.)-機車;普通重型-機車;其他人-人,121.54859599999999,25.036
108年11月21日 18時30分00秒,臺北市信義區忠孝東路5段 / 臺北市信義區永吉路,110,死亡0;受傷1,普通重型-機車;普通重型-機車,121.57540900000001,25.043367
108年11月21日 18時35分00秒,臺北市松山區民生東路5段2號前0.0公尺,105,死亡0;受傷1,計程車-小客車;普通輕型-機車,121.555347,25.058223
108年11月21日 18時55分00秒,臺北市北投區磺港路168號前0.0公尺,112,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.503322,25.128663
108年11月21日 19時00分00秒,臺北市南港區同德路 / 臺北市南港區玉成街,115,死亡0;受傷1,普通重型-機車;人力車-慢車,121.583878,25.045097
108年11月21日 19時05分00秒,臺北市信義區信義路5段前0.0公尺,110,死亡0;受傷1,自用-小客車;普通重型-機車,121.55955900000001,25.033179
108年11月21日 19時06分00秒,臺北市文山區一壽街47號前0.0公尺,116,死亡0;受傷2,普通重型-機車;行人-人,121.556573,24.97876
108年11月21日 19時15分00秒,臺北市內湖區內湖路1段 / 臺北市內湖區內湖路1段,114,死亡0;受傷1,自用-小客車;行人-人,121.57191999999999,25.083954000000002
108年11月21日 19時45分00秒,臺北市內湖區民權東路6段 / 臺北市內湖區民權東路6段,114,死亡0;受傷1,普通重型-機車;自用-小客車,121.605947,25.071479999999998
